Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
11/24/2020,1923,17,121,239,443,366,324,251,161,84,54,1,1021,894,8,699,68,371,446,90,249,0,0,0,1,1,3,8,4,0,2,15,0,3,1,8,5,0,0,2,4,7,13,21,30,17,27,0,58,63,0,36,6,49,26,2,2
04/02/2023,91,0,14,16,16,9,8,13,12,12,5,0,55,36,0,28,6,32,20,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,5,2,2,0,9,5,0,2,0,9,3,0,0
03/15/2023,293,1,19,89,50,45,40,32,22,13,2,0,163,129,1,79,7,100,80,10,17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,2,2,3,1,4,3,0,11,8,0,6,0,11,2,0,0
02/20/2022,113,4,12,17,29,14,24,10,10,4,5,0,51,62,0,19,9,19,42,7,17,0,0,0,0,2,1,0,1,0,2,2,0,1,0,0,3,0,0,2,1,1,1,1,3,3,0,0,5,7,0,4,0,6,2,0,0
12/17/2022,384,1,40,56,44,59,58,52,58,31,26,0,214,170,0,90,23,123,98,13,37,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,2,3,3,9,11,10,0,20,20,0,7,2,16,14,1,0
10/03/2020,227,3,30,26,57,46,35,28,20,9,6,0,121,106,0,75,7,36,73,9,27,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,2,5,2,4,10,4,3,0,15,15,0,12,0,12,5,0,1
01/26/2023,388,0,28,121,63,57,39,36,32,21,19,0,217,170,1,111,16,154,66,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,10,7,6,0,19,9,0,7,1,10,7,1,2
10/31/2021,239,1,23,52,37,57,40,19,22,9,3,0,125,114,0,36,8,58,95,20,22,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4,0,4,8,3,3,0,14,9,0,2,2,15,4,0,0
09/08/2020,369,1,21,36,120,80,55,40,23,10,5,0,181,188,0,192,10,45,96,6,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,4,2,4,4,4,0,7,14,0,11,0,5,4,0,1
07/19/2020,100,2,22,14,27,23,9,14,6,6,1,0,53,46,1,27,2,35,27,3,6,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,1,2,5,5,3,2,1,0,13,9,0,1,0,18,3,0,0
03/20/2020,155,0,52,2,23,22,32,30,27,15,4,0,72,83,0,21,6,77,42,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,16,11,1,0,19,33,0,8,1,35,7,1,0
06/05/2023,52,1,6,12,1,11,5,6,7,6,4,0,28,24,0,16,4,16,12,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,0,3,3,0,2,0,1,3,0,0
09/12/2020,136,0,11,11,31,34,25,18,11,5,1,0,69,66,1,40,8,21,48,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
05/15/2023,92,0,9,15,16,7,9,9,16,11,9,0,52,40,0,18,5,37,20,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,1,0,0,2,7,0,2,0,3,3,0,1
08/23/2020,130,1,25,10,43,17,23,15,12,8,2,0,71,59,0,40,3,29,45,5,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,4,5,3,4,2,0,10,15,0,11,0,6,6,2,0
04/15/2021,638,9,64,143,161,137,82,51,37,17,10,0,328,310,0,189,16,213,153,18,49,0,0,1,2,1,2,2,1,0,1,8,0,2,0,6,1,0,0,1,4,7,7,10,18,12,5,0,34,30,0,13,1,33,12,4,1
05/26/2021,171,6,32,31,44,24,22,24,11,9,6,0,98,73,0,46,2,76,24,7,16,0,0,0,0,0,5,1,0,0,1,5,0,0,0,4,2,0,0,0,5,1,7,8,3,4,4,0,17,15,0,2,0,22,6,2,0
04/10/2023,255,0,18,61,29,33,29,33,31,22,17,0,149,106,0,59,13,69,78,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,4,2,0,8,10,0,4,1,8,5,0,0
05/03/2021,548,6,64,87,112,124,74,84,42,20,5,0,311,237,0,141,19,229,90,11,58,0,0,0,0,0,2,1,3,0,2,4,0,1,0,2,3,0,0,2,3,8,10,16,14,7,4,0,27,37,0,12,0,40,8,2,2
03/07/2021,174,4,15,16,42,39,33,25,11,5,3,0,83,91,0,48,16,29,63,10,8,0,0,0,0,1,1,0,2,0,2,2,0,0,0,2,2,0,0,1,0,2,1,4,0,3,4,0,8,7,0,10,1,2,2,0,0
01/29/2023,160,1,22,31,34,19,24,13,22,11,6,0,88,72,0,48,3,50,45,4,10,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,2,2,5,3,3,3,0,13,9,0,4,1,9,7,1,0
03/06/2022,81,4,10,7,24,12,12,6,7,7,6,0,44,37,0,11,2,21,32,2,13,0,0,0,0,1,0,1,2,0,2,2,0,0,0,3,1,0,0,0,0,2,2,1,1,3,1,0,6,4,0,2,0,4,4,0,0
03/20/2021,277,6,27,31,90,67,37,24,18,5,5,0,135,142,0,68,17,79,87,9,17,0,0,0,0,1,2,1,2,0,3,3,0,1,0,3,2,0,0,1,6,2,1,10,4,1,2,0,15,12,0,8,1,9,8,0,1
03/31/2020,489,16,160,5,57,104,97,91,69,39,27,0,261,228,0,113,20,228,85,14,29,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,7,16,25,33,30,26,21,0,71,89,0,30,3,103,18,5,1
03/29/2022,362,0,10,75,103,84,42,34,11,9,4,0,205,157,0,48,37,33,158,18,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,1,0,6,4,0,3,0,1,5,0,1
09/17/2020,391,0,25,38,122,88,53,40,30,11,9,0,188,202,1,156,14,54,132,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,6,6,1,2,0,9,16,0,8,1,5,9,1,1
06/18/2021,35,2,10,2,10,6,6,6,2,1,2,0,19,16,0,6,2,17,9,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,1,1,2,4,1,0,1,0,4,6,0,3,1,4,2,0,0
11/04/2022,426,1,37,80,71,59,60,52,53,28,23,0,249,176,1,103,21,144,89,13,56,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,2,2,4,10,9,7,0,24,13,0,1,2,21,9,3,1
07/13/2021,103,2,12,15,22,32,10,10,6,6,2,0,49,51,3,23,2,35,25,2,16,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,4,2,1,1,1,3,0,0,7,5,0,4,1,6,1,0,0
05/10/2023,183,0,15,62,32,23,20,13,14,7,12,0,106,77,0,32,14,69,30,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,8,0,6,9,0,5,0,8,2,0,0
03/31/2022,305,0,11,52,80,79,38,23,17,12,4,0,170,135,0,37,28,25,136,36,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,3,1,0,5,6,0,1,0,5,5,0,0
04/07/2023,125,1,15,18,19,16,16,18,22,12,4,0,69,56,0,23,8,42,33,7,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,3,3,3,0,11,4,0,3,1,6,5,0,0
07/26/2020,96,6,18,7,24,25,10,16,8,4,2,0,48,48,0,32,4,21,27,3,9,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,2,5,5,1,2,0,10,8,0,5,0,9,3,1,0
08/26/2022,548,2,30,104,93,73,84,69,71,31,23,0,329,216,3,135,34,162,106,31,80,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,2,2,2,6,6,6,6,0,12,18,0,5,1,16,5,2,1
07/24/2020,346,3,25,38,102,77,47,39,21,11,11,0,195,149,2,138,12,82,77,11,26,0,0,1,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,6,3,4,2,5,0,13,12,0,8,1,12,4,0,0
11/26/2022,349,0,40,36,51,56,50,39,51,34,32,0,177,171,1,81,11,118,75,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,4,6,8,10,0,20,20,0,10,0,22,8,0,0
03/22/2022,269,0,8,58,64,64,41,21,10,8,3,0,158,111,0,27,15,38,126,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,0,4,4,0,1,0,3,3,1,0
08/21/2021,372,1,47,48,91,87,67,43,24,9,3,0,192,180,0,98,11,101,97,20,45,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,6,12,4,8,8,4,3,0,21,26,0,8,0,26,9,2,2
03/31/2021,717,4,47,85,226,160,89,92,33,18,14,0,362,354,1,151,37,162,276,23,68,0,0,0,0,1,1,0,2,0,1,3,0,1,0,2,1,0,0,2,3,4,10,12,9,4,3,0,26,21,0,12,1,24,9,1,0
01/12/2023,416,5,27,89,56,49,52,50,52,45,23,0,226,189,1,121,20,133,98,15,29,0,0,0,0,1,0,1,3,0,4,1,0,0,0,1,3,1,0,2,0,2,3,2,6,6,6,0,10,17,0,5,0,14,7,1,0
09/26/2022,407,2,17,78,59,68,54,53,38,40,17,0,228,179,0,99,24,93,123,19,49,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,2,3,5,5,0,9,8,0,1,0,7,8,1,0
05/13/2020,877,45,125,56,189,165,164,135,96,40,32,0,450,421,6,487,22,151,95,23,99,0,0,2,3,4,13,10,13,0,17,28,0,18,5,15,6,1,0,2,5,9,16,25,33,22,13,0,64,61,0,55,2,52,11,2,3
06/03/2023,32,0,3,4,5,6,6,5,2,2,2,0,12,20,0,6,0,9,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,1,0,2,0,0,0
04/17/2021,438,6,63,70,98,96,78,46,24,14,12,0,236,202,0,132,25,161,82,12,26,0,0,0,2,2,1,0,1,0,1,5,0,1,1,4,0,0,0,1,8,4,11,12,6,10,11,0,35,28,0,16,2,35,8,1,1
06/29/2021,56,2,5,16,11,13,9,1,3,3,0,0,32,24,0,16,0,17,14,3,6,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,1,1,0,3,2,0,1,0,4,0,0,0
03/10/2022,163,2,12,42,37,23,19,17,10,10,5,0,91,71,1,26,10,32,57,9,29,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,1,1,1,3,4,1,1,0,3,9,0,3,0,3,6,0,0
10/25/2021,363,3,34,82,78,65,51,36,26,17,8,0,189,172,2,64,11,77,128,41,42,0,0,0,0,2,1,0,0,0,0,3,0,1,0,2,0,0,0,0,2,5,1,7,9,4,6,0,20,14,0,6,2,16,9,1,0
02/22/2022,280,2,26,78,66,43,28,25,19,11,10,0,136,144,0,68,19,47,80,18,48,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,2,2,2,0,2,3,8,7,0,12,14,0,10,0,6,9,1,0
07/04/2021,18,1,5,6,2,6,1,0,0,2,1,0,10,8,0,3,2,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,0,3,2,0,0,0,2,2,1,0
02/18/2022,281,4,18,44,85,64,34,22,20,9,3,0,143,138,0,49,26,45,97,8,56,0,0,0,0,0,1,1,2,0,1,3,0,0,1,1,2,0,0,1,2,3,2,2,2,5,1,0,8,10,0,4,1,10,3,0,0
06/26/2020,219,13,29,18,60,49,29,26,17,11,9,0,121,98,0,74,5,54,55,6,25,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,8,4,5,0,11,17,1,6,2,15,3,1,2
01/21/2021,818,10,61,97,192,160,121,118,76,36,18,0,417,400,1,314,30,185,182,39,68,0,0,1,1,0,2,2,4,0,5,5,0,3,0,5,2,0,0,3,2,4,6,11,16,17,2,0,30,31,0,18,2,33,6,2,0
02/04/2023,168,2,18,25,22,31,21,22,18,21,8,0,90,78,0,53,7,48,42,8,10,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,1,3,3,2,2,0,2,5,0,9,9,0,3,1,7,5,1,1
06/14/2020,92,12,28,6,22,18,20,14,6,2,4,0,44,48,0,36,1,28,8,5,14,0,0,0,1,1,3,2,5,0,6,6,0,5,0,3,4,0,0,2,4,1,6,3,6,3,3,0,12,16,0,12,1,11,1,2,1
03/04/2023,191,0,20,34,24,26,23,29,21,16,18,0,117,73,1,41,16,62,39,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,2,4,6,0,11,9,0,7,0,6,4,3,0
04/08/2020,704,36,173,11,86,100,107,154,129,69,48,0,353,351,0,187,23,323,113,29,29,0,0,0,1,7,8,9,11,0,13,23,0,3,2,22,9,0,0,1,1,14,16,37,40,36,28,0,67,106,0,38,6,90,29,10,0
06/13/2023,39,1,2,6,4,6,7,3,6,5,2,0,25,14,0,10,0,12,11,3,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0
03/19/2021,440,2,30,64,145,105,49,37,21,13,6,0,220,220,0,126,30,93,143,13,35,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,2,3,3,4,7,6,4,0,15,15,0,10,0,14,6,0,0
03/29/2023,204,2,14,30,40,36,22,28,19,19,10,0,129,75,0,50,15,62,40,11,26,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,2,3,2,1,2,3,1,0,7,7,0,5,1,6,2,0,0
02/06/2021,263,13,29,29,53,57,37,43,26,11,7,0,137,126,0,68,19,66,80,14,16,0,0,0,1,0,3,4,5,0,2,11,0,1,0,6,6,0,0,1,0,3,5,6,7,3,4,0,20,9,0,8,1,14,4,2,0
08/24/2020,554,3,24,91,134,111,96,66,31,18,7,0,292,258,4,298,10,69,131,20,26,0,0,0,0,0,0,2,1,0,0,3,0,1,0,1,1,0,0,3,3,4,2,4,3,2,3,0,8,16,0,8,1,7,6,2,0
03/30/2021,736,3,42,92,258,145,90,77,57,12,5,0,377,359,0,168,43,164,282,19,60,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,1,0,0,0,2,3,11,9,11,4,2,0,24,18,0,14,0,21,6,1,0
06/14/2023,35,0,2,7,1,9,4,2,6,3,3,0,19,16,0,13,1,4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0
07/18/2021,92,0,7,12,27,20,12,8,7,4,2,0,51,41,0,16,2,24,34,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,5,2,0,1,0,4,1,0,1
12/23/2020,1223,21,90,140,289,222,193,166,119,62,32,0,635,583,5,472,49,251,274,56,121,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,1,2,4,4,15,18,25,21,0,40,50,0,20,7,34,25,3,1
06/07/2023,49,0,9,4,8,12,5,10,3,6,1,0,25,24,0,8,2,10,18,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,0,5,4,0,1,0,3,3,2,0
09/28/2022,336,0,22,60,63,56,39,40,37,21,20,0,192,143,1,80,22,77,94,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,2,3,9,0,12,10,0,2,0,6,13,1,0
11/14/2020,1400,16,104,168,320,277,239,173,126,76,21,0,714,685,1,440,55,243,408,62,192,0,0,0,2,1,5,6,2,0,7,9,0,6,0,7,3,0,0,3,4,6,14,20,17,28,12,0,48,56,0,34,2,34,28,5,1
03/21/2023,258,0,24,77,35,41,27,25,26,13,14,0,156,102,0,68,11,84,64,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,4,5,5,0,9,15,0,7,1,9,4,0,3
01/14/2023,181,3,30,22,29,23,22,24,27,21,13,0,111,70,0,47,12,51,48,8,15,0,0,0,0,0,0,0,3,0,2,1,0,0,0,1,2,0,0,2,0,2,2,3,3,8,10,0,18,12,0,8,1,10,11,0,0
12/14/2020,1460,21,103,159,330,298,213,201,129,81,49,0,767,688,5,475,61,326,311,57,230,0,0,0,0,2,3,10,6,0,13,8,0,11,2,6,2,0,0,7,5,9,9,17,20,18,18,0,45,58,0,35,1,42,20,4,1
04/15/2023,96,0,19,16,11,12,10,12,10,13,12,0,56,40,0,23,5,36,24,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,3,4,6,0,7,12,0,6,1,9,2,1,0
04/09/2021,769,5,59,137,221,149,112,73,52,17,8,0,413,356,0,198,27,244,207,24,69,0,0,0,1,2,0,0,2,0,1,4,0,2,1,0,2,0,0,1,4,3,13,15,12,6,5,0,31,28,0,11,1,31,14,2,0
07/06/2021,75,2,7,22,17,13,6,8,6,2,1,0,45,30,0,16,2,18,21,4,14,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,2,0,1,2,0,5,2,0,2,2,2,1,0,0
11/07/2020,1568,14,113,181,392,337,265,187,113,54,39,0,824,744,0,638,49,228,420,58,175,0,0,1,1,1,1,4,6,0,9,5,0,3,0,4,7,0,0,1,7,7,16,23,24,12,23,0,59,54,0,35,5,39,26,5,3
01/01/2023,148,3,37,17,19,24,16,22,20,18,12,0,78,70,0,37,6,47,41,6,11,0,0,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,0,0,2,7,1,4,13,2,8,0,20,17,0,7,2,16,11,1,0
07/01/2021,32,2,5,5,11,8,5,1,2,0,0,0,15,17,0,8,1,8,8,1,6,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,3,2,0,0,0,5,0,0,0
11/20/2022,262,0,31,30,37,47,29,43,27,33,16,0,154,108,0,53,11,88,77,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,4,13,6,0,16,15,0,4,2,16,6,3,0
07/11/2020,154,2,19,8,68,23,22,13,12,8,0,0,79,75,0,37,4,46,39,10,18,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,7,1,2,1,3,4,1,0,8,11,0,4,1,13,1,0,0
05/24/2022,1320,0,25,327,278,273,159,123,85,50,25,0,757,561,2,262,118,250,451,68,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,4,5,5,0,15,10,0,3,1,9,10,2,0
10/22/2020,1307,4,63,146,331,308,214,137,92,53,26,0,681,621,5,538,30,202,347,47,143,0,0,1,1,0,0,2,0,0,2,2,0,1,0,1,2,0,0,0,5,6,8,13,8,9,14,0,39,24,0,24,1,20,12,5,1
11/13/2021,386,7,29,72,74,88,52,43,30,17,10,0,196,190,0,58,7,84,131,33,73,0,0,0,0,2,2,1,2,0,5,2,0,2,0,3,2,0,0,0,2,5,2,3,5,2,10,0,15,14,0,9,0,6,13,1,0
08/06/2022,535,1,44,82,95,90,77,76,48,42,25,0,290,244,1,155,35,119,124,32,70,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,2,8,6,2,8,14,0,19,25,0,11,0,21,11,1,0
06/16/2023,44,0,7,8,8,10,2,3,4,4,5,0,27,17,0,6,2,13,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,1,0,0,3,4,0,1,0,1,5,0,0
04/02/2020,436,15,170,2,58,69,85,91,58,40,33,0,210,226,0,94,13,231,63,14,21,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,33,36,28,21,0,72,98,0,39,4,96,22,9,0
01/05/2022,6818,22,267,1211,1576,1289,932,815,563,276,156,0,3748,3058,12,1725,306,1444,1531,422,1390,0,0,0,3,4,1,2,12,0,7,15,0,4,1,9,8,0,0,9,19,26,17,45,65,41,45,0,134,133,0,49,3,151,49,13,2
04/26/2021,647,6,61,119,153,142,95,91,31,10,6,0,351,296,0,175,21,265,94,19,73,0,0,0,0,0,2,1,3,0,4,2,0,2,0,1,3,0,0,1,4,11,11,10,14,3,7,0,38,23,0,14,1,36,9,0,1
04/26/2023,135,1,20,41,15,24,13,14,11,9,8,0,72,63,0,37,5,51,22,8,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,4,2,5,3,0,8,12,0,4,0,11,5,0,0
10/19/2022,403,1,30,88,57,57,44,52,46,36,23,0,215,186,2,104,23,128,81,16,51,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,3,1,2,5,6,6,5,0,13,17,0,4,1,17,8,0,0
03/19/2022,122,0,7,16,32,29,13,14,13,2,2,1,74,48,0,16,11,11,55,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,3,0,5,2,0,0,0,5,1,0,1
09/24/2021,353,6,23,70,88,81,41,34,24,13,2,0,185,166,2,66,13,105,109,29,31,0,0,1,1,0,2,1,1,0,1,5,0,2,1,2,1,0,0,1,2,5,5,3,2,2,3,0,12,11,0,4,0,13,6,0,0
08/11/2020,386,4,22,48,103,74,66,48,37,7,3,0,184,202,0,172,6,81,88,15,24,0,0,0,0,1,0,1,2,0,1,3,0,1,1,2,0,0,0,1,0,3,1,4,9,1,3,0,15,7,0,5,0,9,7,1,0
12/08/2022,754,3,42,135,100,125,105,93,90,60,46,0,429,324,1,181,27,258,174,26,88,0,0,0,0,0,0,2,1,0,1,2,0,0,0,2,1,0,0,1,5,2,2,1,8,10,13,0,24,18,0,8,1,18,14,1,0
03/25/2021,676,3,36,75,243,160,82,59,35,17,5,0,309,367,0,157,24,133,265,32,65,0,0,0,1,0,1,0,1,0,1,2,0,1,0,1,1,0,0,1,3,5,6,7,8,5,1,0,14,22,0,8,0,18,8,2,0
12/19/2020,853,24,79,96,171,162,160,119,76,40,29,0,450,396,7,329,49,122,209,54,90,0,0,0,0,0,6,7,11,0,11,13,0,8,1,7,8,0,0,2,8,4,5,16,17,12,15,0,43,36,0,29,3,32,12,2,1
01/22/2022,1000,20,77,220,195,181,131,116,87,45,24,1,559,440,1,238,76,140,283,58,205,0,0,1,1,2,3,3,10,0,10,10,0,4,1,10,5,0,0,3,6,3,7,11,15,17,15,0,45,32,0,17,5,29,20,5,1
09/05/2020,203,3,21,23,61,40,34,21,17,6,1,0,94,109,0,91,5,32,56,3,16,0,0,0,0,1,0,1,1,0,1,2,0,2,0,1,0,0,0,0,1,2,3,5,5,2,3,0,13,8,0,7,0,7,7,0,0
05/25/2021,128,3,25,15,30,24,20,18,14,5,2,0,81,47,0,29,4,61,22,2,10,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,3,3,3,6,4,3,3,0,13,12,0,1,0,19,4,0,1
06/24/2020,245,9,26,22,77,56,28,34,11,9,8,0,143,101,1,91,5,59,54,6,30,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,7,4,1,4,3,6,1,0,19,7,0,6,0,16,4,0,0
05/17/2023,82,1,10,14,18,12,8,9,7,9,5,0,53,28,1,20,5,24,17,5,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,2,2,2,0,3,7,0,0,0,8,2,0,0
05/19/2021,278,7,43,45,70,64,25,30,33,7,4,0,148,130,0,76,7,123,38,9,25,0,0,0,1,1,0,2,3,0,6,1,0,1,1,3,2,0,0,0,7,5,4,6,13,7,1,0,22,21,0,7,0,32,2,1,1
06/20/2023,41,0,2,5,5,6,2,3,10,7,3,0,24,17,0,8,4,10,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0
01/05/2021,1603,16,87,170,470,299,242,184,135,65,37,1,813,788,2,607,59,277,446,54,160,0,0,0,1,2,3,6,4,0,3,13,0,5,1,5,5,0,0,0,6,4,5,12,21,22,17,0,44,43,0,20,5,34,26,2,0
08/25/2022,575,1,42,100,107,98,69,87,55,27,32,0,333,238,4,142,24,169,120,35,85,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,5,2,5,14,5,9,0,17,25,0,8,1,20,12,0,1
03/11/2022,125,2,13,27,24,25,13,16,12,4,4,0,55,70,0,13,14,20,45,9,24,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,4,1,2,2,0,4,0,5,8,0,2,1,7,3,0,0
04/10/2022,319,1,7,63,49,81,49,39,16,18,4,0,189,128,2,25,17,30,168,19,60,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,2,1,0,0,1,6,0,0,1,2,3,0,1
06/22/2021,32,3,3,3,7,8,3,5,5,0,1,0,18,14,0,2,0,16,8,2,4,0,0,0,0,2,0,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1,1,0,1,0,0
10/23/2022,203,2,18,27,36,39,18,33,22,15,13,0,114,88,1,44,6,52,70,8,23,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,2,0,2,1,2,4,3,4,0,8,10,0,1,1,13,3,0,0
07/16/2022,567,1,20,76,101,109,91,65,68,36,20,1,324,241,2,138,35,185,125,20,64,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,0,3,2,2,7,0,12,8,0,3,1,11,5,0,0
